순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국스크린수,전국매출액,전국관객수,서울매출액,서울관객수,장르,등급,영화구분
2714,타이타닉 2,쉐인 반 다이크,,(유)조이앤컨텐츠그룹,(유)조이앤컨텐츠그룹,2012-04-25,개봉영화,장편,미국,1,350050,75,"350,050",75,액션,12세이상관람가,일반영화
2715,퍼펙트 바디라인,코우야 타다시,,(유)조이앤컨텐츠그룹,(유)조이앤컨텐츠그룹,2012-09-13,개봉영화,장편,일본,1,400000,75,"400,000",75,성인물(에로),청소년관람불가,일반영화
2716,페이크자매의 불륜정사,카모가와 테츠로,,(유)조이앤컨텐츠그룹,(유)조이앤컨텐츠그룹,2012-07-19,개봉영화,장편,일본,1,400000,75,"400,000",75,멜로/로맨스,청소년관람불가,일반영화
2717,화이트 카오스,아리엘 브로멘,,(유)조이앤컨텐츠그룹,(유)조이앤컨텐츠그룹,2012-11-03,개봉영화,장편,미국,1,400000,75,"400,000",75,스릴러,청소년관람불가,일반영화
2718,48시간의 일탈,이숭환,(주)케이알씨지,,(주)케이알씨지,2012-04-28,개봉영화,장편,한국,1,350050,75,"350,050",75,성인물(에로),청소년관람불가,일반영화
2719,O의 정사2,카타오카 슈지,,(유)조이앤컨텐츠그룹,(유)조이앤컨텐츠그룹,2012-04-13,개봉영화,장편,일본,1,350050,75,"350,050",75,성인물(에로),청소년관람불가,일반영화
2720,S 중독,카모가와 테츠로,,(유)조이앤컨텐츠그룹,(유)조이앤컨텐츠그룹,2012-05-18,개봉영화,,일본,1,350050,75,"350,050",75,성인물(에로),청소년관람불가,일반영화
2721,V/H/S/2: 악마를 부르는 비디오,"가렛 에반스,아담 윈가드,에두아르도 산체스,그렉 헤일",,(주)노이에스,(주)노이에스,2013-08-14,개봉영화,장편,미국,1,300000,75,0,0,공포(호러),청소년관람불가,일반영화
2722,정사 : 자매의 유혹,김부곤,(주)영화사가을,,(주)영화사가을,2018-08-16,개봉영화,장편,한국,20,473000,73,"77,000",9,멜로/로맨스,청소년관람불가,일반영화
2723,여교사 : 제자와의 사랑,최민,(주)영화사가을,,(주)영화사가을,2018-08-02,개봉영화,장편,한국,20,471000,72,"75,000",8,멜로/로맨스,청소년관람불가,일반영화
2724,내 여자친구의 엄마,김부곤,(주)영화사가을,,(주)영화사가을,2018-12-04,개봉영화,장편,한국,20,518000,71,"122,000",7,멜로/로맨스,청소년관람불가,일반영화
2725,밀애 : 아내의 여동생,김부곤,(주)영화사가을,,(주)영화사가을,2018-11-15,개봉영화,장편,한국,20,518000,71,"122,000",7,멜로/로맨스,청소년관람불가,일반영화
2726,"불의 날, 생명을 말하다",전화성,"한국YWCA연합회,크리에이티브컴즈(주)",,크리에이티브컴즈(주),2016-04-28,개봉영화,장편,한국,1,568000,71,"568,000",71,다큐멘터리,전체관람가,일반영화
2727,한민족 그리고 조선족,전화성,"한국YWCA연합회,크리에이티브컴즈(주)",,크리에이티브컴즈(주),2014-12-10,개봉영화,장편,한국,1,568000,71,"568,000",71,다큐멘터리,전체관람가,일반영화
2728,내 학생의 엄마 3,유해종,(주)영화사가을,,(주)영화사가을,2018-09-07,개봉영화,장편,한국,20,467000,70,"76,000",6,멜로/로맨스,청소년관람불가,일반영화
2729,에일리언 인베이젼,조하네스 로버츠,,(주)포커스엔터테인먼트,(주)포커스엔터테인먼트,2014-07-17,개봉영화,장편,영국,1,350000,70,0,0,SF,15세이상관람가,일반영화
2730,퍼펙트 호스트,닉 톰네이,,(주)히스토리필름,(주)히스토리필름,2013-11-14,개봉영화,장편,미국,3,368000,70,"168,000",30,스릴러,청소년관람불가,일반영화
2731,스와핑 : 친구의 아내 2,유해종,(주)영화사가을,,(주)영화사가을,2018-07-19,개봉영화,장편,한국,20,470000,69,"74,000",5,멜로/로맨스,청소년관람불가,일반영화
2732,신혼부부의 성생활,조태호,(주)영화사가을,,(주)영화사가을,2018-07-12,개봉영화,장편,한국,20,470000,69,"74,000",5,멜로/로맨스,청소년관람불가,일반영화
2733,엄마의 유혹,유해종,(주)영화사가을,,(주)영화사가을,2018-07-31,개봉영화,장편,한국,20,465000,69,"69,000",5,멜로/로맨스,청소년관람불가,일반영화
2734,여친엄마 2,최민,(주)영화사가을,,(주)영화사가을,2018-08-30,개봉영화,장편,한국,19,465000,69,"69,000",5,멜로/로맨스,청소년관람불가,일반영화
2735,연애 : 엄마친구,유해종,(주)영화사가을,,(주)영화사가을,2018-07-10,개봉영화,장편,한국,20,470000,69,"76,000",6,멜로/로맨스,청소년관람불가,일반영화
2736,젊은 엄마 친구,유해종,(주)영화사가을,,(주)영화사가을,2018-09-28,개봉영화,장편,한국,20,465000,69,"69,000",5,멜로/로맨스,청소년관람불가,일반영화
2737,정사 : 처제의 사랑,최민,(주)영화사가을,,(주)영화사가을,2018-07-26,개봉영화,장편,한국,20,465000,69,"69,000",5,멜로/로맨스,청소년관람불가,일반영화
2738,개인교수: 심화학습 (무삭제),정태령,영화사 인연,,(주)소나무픽쳐스,2016-07-21,개봉영화,장편,한국,1,300000,60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
2739,거대말벌의 습격,베니 디에즈,,주식회사 루믹스미디어,주식회사 루믹스미디어,2016-08-11,개봉영화,장편,미국,1,300000,60,"300,000",60,공포(호러),청소년관람불가,일반영화
2740,공포의 호수,마이클 크럼,,주식회사 루믹스미디어,주식회사 루믹스미디어,2016-11-17,개봉영화,장편,미국,1,300000,60,"300,000",60,공포(호러),15세이상관람가,일반영화
2741,굿나잇 마미,"스베린 피알라,베로니카 프란츠",,(주)키다리이엔티,(주)키다리이엔티,2016-10-12,개봉영화,장편,오스트리아,1,300000,60,"300,000",60,공포(호러),청소년관람불가,일반영화
2742,그녀와 아줌마의 동거,유강,(주)나우콘텐츠,,(주)나우콘텐츠,2018-12-07,개봉영화,장편,한국,1,300000,60,"300,000",60,,청소년관람불가,일반영화
2743,극장판 천원돌파 그렌라간 : 나암편,이마이시 히로유키,,(주)얼리버드픽쳐스,(주)얼리버드픽쳐스,2018-08-09,개봉영화,장편,일본,1,300000,60,"300,000",60,애니메이션,15세이상관람가,일반영화
2744,극장판 천원돌파 그렌라간 : 홍련편,이마이시 히로유키,,(주)얼리버드픽쳐스,(주)얼리버드픽쳐스,2018-08-03,개봉영화,장편,일본,1,300000,60,"300,000",60,애니메이션,15세이상관람가,일반영화
2745,기묘: 비밀의 집,,,(주)재원엔터테인먼트,(주)재원엔터테인먼트,2017-09-14,개봉영화,장편,미국,1,300000,60,"300,000",60,공포(호러),청소년관람불가,일반영화
2746,나이트 라이즈,톰 게티,,주식회사 루믹스미디어,주식회사 루믹스미디어,2017-05-11,개봉영화,장편,미국,1,300000,60,"300,000",60,액션,15세이상관람가,일반영화
2747,내 아내의 엄마: 사위와 사랑에 빠지다,칸바라 이쿠토,,(주)소나무픽쳐스,(주)소나무픽쳐스,2016-06-21,개봉영화,장편,일본,1,300000,60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
2748,내 여자친구의 엄마,칸바라 이쿠토,,(주)소나무픽쳐스,(주)소나무픽쳐스,2016-06-07,개봉영화,장편,일본,1,300000,60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
2749,노스맨: 바이킹과 늑대군단,클라우디오 파,,미디어소프트,미디어소프트,2016-04-28,개봉영화,장편,스위스,1,300000,60,"300,000",60,액션,15세이상관람가,일반영화
2750,뇌색녀의 음란본색,야마우치 다이스케,,(주)콘텐츠랩자박,(주)콘텐츠랩자박,2016-12-21,개봉영화,장편,일본,1,300000,60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
2751,다크니스 라이징,오스틴 리딩,,(주)픽쳐레스크,(주)픽쳐레스크,2017-12-07,개봉영화,장편,미국,1,300000,60,"300,000",60,공포(호러),15세이상관람가,일반영화
2752,더 걸 이즈 인 트러블,줄리어스 오나,,(주)블루브릭,(주)블루브릭,2016-04-07,개봉영화,장편,미국,1,300000,60,"300,000",60,범죄,청소년관람불가,일반영화
2753,더 디바이스,제레미 버그,,주식회사 루믹스미디어,주식회사 루믹스미디어,2016-11-10,개봉영화,장편,미국,1,300000,60,"300,000",60,공포(호러),15세이상관람가,일반영화
2754,더 라스트 잡,,,(주)제이에이와이이엔터테인먼트,(주)제이에이와이이엔터테인먼트,2017-08-17,개봉영화,장편,미국,1,300000,60,"300,000",60,기타,15세이상관람가,일반영화
2755,더 레슨: 마지막 수업,루스 플랫,,(주)블루브릭,(주)블루브릭,2017-01-02,개봉영화,장편,영국,1,300000,60,"300,000",60,공포(호러),청소년관람불가,일반영화
2756,더 리콜,,,(주)제이에이와이이엔터테인먼트,(주)제이에이와이이엔터테인먼트,2017-11-09,개봉영화,장편,캐나다,1,300000,60,"300,000",60,SF,15세이상관람가,일반영화
2757,더 프레피 커넥션,조셉 카스텔로,,(주)블루브릭,(주)블루브릭,2017-01-10,개봉영화,장편,미국,1,300000,60,"300,000",60,범죄,청소년관람불가,일반영화
2758,데스타운 2,제이미 루트,,주식회사 루믹스미디어,주식회사 루믹스미디어,2016-12-22,개봉영화,장편,미국,1,300000,60,"300,000",60,공포(호러),청소년관람불가,일반영화
2759,도살장,"포웰 로빈슨,패트릭 로버트 영",,(주)픽쳐레스크,(주)픽쳐레스크,2017-01-12,개봉영화,장편,미국,1,300000,60,"300,000",60,공포(호러),청소년관람불가,일반영화
2760,동거녀의 달콤한 젤리,조조 히데오,,(주)콘텐츠랩자박,(주)콘텐츠랩자박,2016-04-21,개봉영화,장편,일본,1,300000,60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
2761,두 여자: 피의 복수,테리 마일즈,,(주)블루브릭,(주)블루브릭,2016-12-22,개봉영화,장편,미국,1,300000,60,"300,000",60,스릴러,청소년관람불가,일반영화
2762,드래곤 워,제프 레이즈너,,주식회사 루믹스미디어,주식회사 루믹스미디어,2017-03-09,개봉영화,장편,미국,1,300000,60,"300,000",60,액션,15세이상관람가,일반영화
2763,라스트 쉬프트,안소니 디블라시,,주식회사 루믹스미디어,주식회사 루믹스미디어,2016-12-15,개봉영화,장편,미국,1,300000,60,"300,000",60,공포(호러),청소년관람불가,일반영화
2764,라스트솔져,에릭 콜리,,주식회사 루믹스미디어,주식회사 루믹스미디어,2016-09-06,개봉영화,장편,미국,1,300000,60,"300,000",60,액션,15세이상관람가,일반영화
2765,라자루스 라이징,,,(주)제이에이와이이엔터테인먼트,(주)제이에이와이이엔터테인먼트,2017-07-13,개봉영화,장편,미국,1,300000,60,"300,000",60,액션,청소년관람불가,일반영화
2766,램페이지3: 백악관 심판의 날,우베 볼,,,주식회사 루믹스미디어,2017-10-19,개봉영화,장편,미국,0,300000,60,"300,000",60,액션,청소년관람불가,일반영화
2767,런 라이크 헬,셰인 댁스 테일러,,(주)블루브릭,(주)블루브릭,2016-05-11,개봉영화,장편,미국,1,300000,60,"300,000",60,액션,15세이상관람가,일반영화
2768,로버트: 인형의 저주,앤드류 존스,,(주)재원엔터테인먼트,(주)재원엔터테인먼트,2017-08-10,개봉영화,장편,영국,1,300000,60,"300,000",60,공포(호러),청소년관람불가,일반영화
2769,론울브스,크리스토퍼 쟈콥스,,주식회사 루믹스미디어,주식회사 루믹스미디어,2016-11-24,개봉영화,장편,오스트리아,1,300000,60,"300,000",60,액션,15세이상관람가,일반영화
2770,리얼라이저,백마,유로 프로덕션,,유로 프로덕션,2018-09-03,개봉영화,장편,한국,1,300000,60,"300,000",60,성인물(에로),청소년관람불가,일반영화
2771,마이애미 드라이버,,,(주)엔씨미디어,(주)엔씨미디어,2018-03-02,개봉영화,장편,미국,1,300000,60,"300,000",60,범죄,15세이상관람가,일반영화
2772,면접의 목적,사카모토 후토시,,(주)콘텐츠랩자박,(주)콘텐츠랩자박,2016-08-25,개봉영화,장편,일본,1,300000,60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
2773,모스트 데인저러스 게임,,,(주)제이에이와이이엔터테인먼트,(주)제이에이와이이엔터테인먼트,2017-08-17,개봉영화,장편,미국,1,300000,60,"300,000",60,미스터리,15세이상관람가,일반영화
2774,미씨카: 더 네크로맨서,,,(주)제이에이와이이엔터테인먼트,(주)제이에이와이이엔터테인먼트,2017-11-02,개봉영화,장편,미국,1,300000,60,"300,000",60,판타지,15세이상관람가,일반영화
2775,배틀 드론,밋치 굴드,,(주)제이에이와이이엔터테인먼트,(주)제이에이와이이엔터테인먼트,2019-01-03,개봉영화,장편,미국,1,300000,60,"300,000",60,액션,15세이상관람가,일반영화
2776,버닝데드: 좀비의섬,르네 페르즈,,주식회사 루믹스미디어,주식회사 루믹스미디어,2016-03-10,개봉영화,장편,미국,1,300000,60,"300,000",60,공포(호러),청소년관람불가,일반영화
2777,벌지대전투 지옥의 사수작전,스티븐 루크,,미디어소프트,미디어소프트,2018-07-23,개봉영화,장편,미국,1,300000,60,"300,000",60,전쟁,15세이상관람가,일반영화
2778,베이글녀들의 성감클럽,아마노우치 다이스케,,(주)콘텐츠랩자박,(주)콘텐츠랩자박,2016-03-31,개봉영화,장편,일본,1,300000,60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
2779,분신사바 : 소녀의 저주,황백기,,(주)키다리이엔티,(주)키다리이엔티,2017-01-11,개봉영화,장편,홍콩,1,300000,60,"300,000",60,공포(호러),청소년관람불가,일반영화
2780,불륜백서: 아내와 택배기사,코시자카 야스시,,(주)콘텐츠랩자박,(주)콘텐츠랩자박,2017-01-04,개봉영화,장편,일본,1,300000,60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
2781,브레이크다운,조니 말라치,,주식회사 루믹스미디어,주식회사 루믹스미디어,2016-09-01,개봉영화,장편,영국,1,300000,60,"300,000",60,액션,15세이상관람가,일반영화
2782,블랙 아웃,리치 폭스,,(주)재원엔터테인먼트,(주)재원엔터테인먼트,2017-08-10,개봉영화,장편,미국,1,300000,60,"300,000",60,다큐멘터리,청소년관람불가,일반영화
2783,블랙번: 죽음의 숲,라우로 차트랜드,,주식회사 루믹스미디어,주식회사 루믹스미디어,2016-04-11,개봉영화,장편,캐나다,1,300000,60,"300,000",60,공포(호러),청소년관람불가,일반영화
2784,블랙의 50가지 그림자,마이클 티데스,,(주)싸이더스,(주)싸이더스,2016-10-05,개봉영화,장편,미국,1,300000,60,"300,000",60,코미디,청소년관람불가,일반영화
2785,블러드 워,닉 머피,,(주)포커스엔터테인먼트,(주)포커스엔터테인먼트,2014-07-03,개봉영화,장편,영국,1,300000,60,0,0,액션,15세이상관람가,일반영화
2786,비욘드 리뎀션,브루스 폰테인,,(주)블루브릭,(주)블루브릭,2017-01-23,개봉영화,장편,캐나다,1,300000,60,"300,000",60,액션,15세이상관람가,일반영화
2787,사무라이헌터,오치아이 켄,,미디어소프트,(주)라이크 콘텐츠,2016-01-27,개봉영화,장편,일본,1,300000,60,"300,000",60,액션,15세이상관람가,일반영화
2788,사이코메트리,토마스 로우스,,(주)픽쳐레스크,(주)픽쳐레스크,2017-08-02,개봉영화,장편,영국,1,300000,60,"300,000",60,범죄,청소년관람불가,일반영화
2789,사탄의 영혼,제프 프루그,,주식회사 루믹스미디어,주식회사 루믹스미디어,2017-07-27,개봉영화,장편,미국,1,300000,60,"300,000",60,공포(호러),청소년관람불가,일반영화
