title,release-time,genre,historical_drama,adventure,action,crime,fantasy,war,drama,comedy,SF,melo/romance,mystery,thriller,musical,horror,animation,documentry,western,family,show,korea,america,japan,others,national,movie_rating,num_off_screen,screen_share,fsd_num_off_box,num_off_box
레미제라블,0,dramas,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,America,8.38,696,17.5,476848,5911890
캡틴 마블,0,action,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,America,6.75,2100,40,312694,5801069
쥬라기 월드: 폴른 킹덤,0,action,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,America,8,1972,37.4,1415944,5661128
청년경찰,0,action,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,8.26,1102,19.6,622354,5636259
숨바꼭질,0,thriller,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,6.77,779,19.2,772980,5602543
덕혜옹주,0,historical_drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,8.35,964,18.2,536089,5593551
더 테러 라이브,0,crime,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,8.28,743,18.5,641187,5583596
쥬라기 월드,0,action,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,America,7.88,1290,32.6,587590,5546792
감시자들,0,crime,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,7.76,949,25.8,435800,5496547
앤트맨과 와스프,0,action,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,America,8.62,1775,33.6,706595,5447826
닥터 스트레인지,0,action,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,America,8.71,1503,33.4,782065,5446379
검은 사제들,0,mystery,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,8.32,1088,23.5,471363,5440945
안시성,1,historical_drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,7.99,1540,24.8,281160,5440186
블랙 팬서,1,action,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,America,7.5,1620,27.3,1197339,5398994
트랜스포머: 사라진 시대,0,action,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,America,6.58,1602,42.4,786762,5295801
완벽한 타인,0,dramas,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,8.61,1313,24.3,491441,5294119
월드 워 Z,0,dramas,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,America,8.23,964,27.1,526104,5237525
타워,0,dramas,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,8.04,617,16.8,688069,5181014
미녀와 야수,0,melo/romance,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,America,8.78,1627,29.9,404384,5137993
독전,0,crime,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,7.52,1357,24,544793,5063620
아쿠아맨,0,action,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,America,8.35,1285,18.2,283820,5038134
공작,0,dramas,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,6.84,1317,22.2,641574,4971261
인사이드 아웃,0,animation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,America,9.08,777,18.6,166315,4968687
킹스맨: 골든 서클,1,action,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,America,8.37,1687,31.5,766220,4945484
마스터,0,action,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,8.1,1501,29.2,763624,4940091
바람과 함께 사라지다,0,comedy,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,7.59,694,17.9,381687,4897551
마션,0,action,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,America,8.42,1132,25.5,821873,4875494
토르: 라그나로크,0,action,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,America,8.84,1640,29.7,635475,4857152
어메이징 스파이더맨,0,action,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,America,7.75,1118,32.4,562337,4853123
군도: 민란의 시대,0,historical_drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,6.94,1394,37.2,984932,4774895
라이온 킹,0,adventure,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,America,8.27,1936,32.5,544742,4743184
범죄와의 전쟁: 나쁜놈들 전성시대,0,crime,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,8.64,699,19.7,368922,4710454
주토피아,0,animation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,America,9.36,661,13.1,92938,4703245
엣지 오브 투모로우,0,action,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,America,8.95,801,19.5,704537,4697142
신세계,0,crime,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,8.93,671,17.5,371788,4682492
신비한 동물사전,0,adventure,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,America,8.18,1431,26.8,519347,4666993
내 아내의 모든 것,0,comedy,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,8.57,563,17.2,311918,4598583
연가시,0,horror,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,SouthKorea,7.17,759,20.6,453529,4513026
강철비,0,action,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,8.33,1426,23.5,542015,4451336
엑스맨: 데이즈 오브 퓨처 패스트,0,action,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,America,8.88,1056,25.6,583442,4313871
판도라,0,dramas,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,8.24,1166,21.6,337955,4302032
아가씨,0,thriller,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,7.14,1171,23.1,560763,4277071
어메이징 스파이더맨 2,0,action,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,America,7.76,1312,31.1,372226,4168350
용의자,0,action,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,8.37,807,18.2,858809,4131248
건축학개론,0,melo/romance,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,8.67,593,18.6,251036,4110645
댄싱퀸,1,comedy,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,8.87,534,14.5,125658,4057546
꾼,0,crime,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,7.62,1314,23.1,476856,4018341
혹성탈출: 반격의 서막,0,action,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,America,8.53,922,23.6,460349,4002134
타짜-신의 손,0,dramas,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,7.26,890,18.7,356260,4001813
쿵푸팬더3,1,animation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,America,8.63,1365,27.2,439576,3984812
캡틴 아메리카: 윈터 솔져,0,action,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,America,8.93,1106,28.4,303558,3963220
박수건달,0,comedy,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,8.11,599,15.4,232924,3893216
베놈,0,action,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,America,7.9,1308,23.3,922666,3888096
조선명탐정 : 사라진 놉의 딸,1,historical_drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,7.67,811,16.7,231929,3872015
역린,0,historical_drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,7.08,1054,27.1,653407,3849433
매드 맥스: 분노의 도로,0,action,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,America,8.8,799,20,241379,3842441
남한산성,1,historical_drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,8.09,1229,21.7,1026225,3829891
데드풀 2,0,action,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,America,8.69,1576,30.4,617729,3784602
암수살인,0,crime,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,8.33,1177,22.6,616749,3772620
국가부도의 날,0,dramas,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,8.13,1180,20.9,502119,3754983
미이라,0,action,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,America,7.24,1257,24.7,1088274,3689325
분노의 질주: 더 익스트림,0,action,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,America,8.96,1469,25.6,371370,3653238
너의 이름은.,0,animation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Japan,8.78,947,14.6,344730,3637122
인턴,1,comedy,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,America,9,496,12.4,138897,3610642
라라랜드,0,dramas,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,America,8.61,727,14.9,136302,3597193
귀향,0,dramas,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,9.16,876,15.1,303970,3586523
신의 한 수,0,crime,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,8.03,794,20.3,456881,3562123
코코,0,animation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,America,9.3,1177,19.2,232232,3510017
부러진 화살,1,dramas,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,8.92,453,12.9,94509,3450941
끝까지 간다,0,action,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,9.02,645,16.3,213450,3450143
스파이,1,action,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,6.94,785,21.9,330322,3423920
그것만이 내 세상,0,comedy,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,8.92,862,15.3,262496,3417629
토이 스토리 4,0,animation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,America,9.02,1336,20.8,303389,3399913
돈,0,crime,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,7.41,1431,27,425005,3389035
맨 인 블랙 3,0,action,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,America,8.19,770,24.6,344756,3379762
어바웃 타임,0,melo/romance,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,England,9.18,568,13,187075,3375735
악인전,0,crime,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,7.88,1307,22.2,366934,3364079
슈퍼배드 3,0,animation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,America,8.69,1057,19.3,373300,3324861
데드풀,0,action,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,America,8.69,1036,20.6,642574,3317196
아이 캔 스피크,1,comedy,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,9.37,1140,19.8,240003,3280243
스타워즈: 깨어난 포스,0,action,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,America,7.75,940,22.4,338231,3273879
분노의 질주: 더 세븐,0,action,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,America,9.12,983,21.7,261860,3247558
터미네이터 제니시스,0,action,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,America,7.69,1113,27.9,533984,3239371
그래비티,0,SF,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,America,8.29,636,18.1,271550,3227452
마녀,0,mystery,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,8.21,1117,19.5,224240,3189091
탐정: 리턴즈,0,comedy,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,8.4,1041,22.6,343384,3148038
감기,0,dramas,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,6.93,806,19.3,877954,3119023
나우 유 씨 미 2,0,crime,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,America,8.31,1200,19.2,657688,3100113
캐리비안의 해적: 죽은 자는 말이 없다,0,action,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,America,8.29,1357,27.7,371226,3049894
스물,0,comedy,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,7.58,926,21.9,283956,3044134
토르: 다크 월드,0,action,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,America,8.35,733,19.6,225467,3039889
인크레더블 2,0,animation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,America,9.23,1605,25.9,242764,3033052
레드: 더 레전드,0,action,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,America,8.01,739,19.7,308851,3004647
드래곤 길들이기 2,0,animation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,America,8.92,829,22.3,166705,3000056
형,0,comedy,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,8.35,993,9.1,233268,2979659
친구 2,0,action,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,6.22,968,23.5,568194,2971475
26년,0,action,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,6.4,604,17.3,284922,2963449
공조,1,action,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,8.27,976,18.2,308020,2957330
서치,0,dramas,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,America,8.92,816,15.1,123997,2949944
엑스맨: 아포칼립스,0,action,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,America,8.2,1262,24.1,474561,2938818
프리즌,0,crime,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,7.56,1047,19.9,470714,2931897
극비수사,0,dramas,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,8.1,894,22.8,393967,2860786
표적,0,action,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,7.47,665,18.5,267466,2841788
앤트맨,0,action,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,America,8.62,949,19.9,396365,2839921
호빗: 다섯 군대 전투,0,adventure,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,America,8.49,926,22.5,343218,2836774
너의 결혼식,0,melo/romance,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,8.41,962,16.3,207108,2820029
호빗: 뜻밖의 여정,0,adventure,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,America,8.41,1028,29.5,353002,2818993
말모이,0,dramas,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,9.11,1203,17.6,399345,2812444
메이즈 러너,1,action,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,America,8.3,648,14.3,214325,2812427
빅 히어로,0,animation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,America,9.12,825,16,176871,2801949
덩케르크,0,action,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,America,8.29,1252,22.2,478305,2792705
메이즈 러너: 스코치 트라이얼,1,action,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,America,8.07,804,19.8,237867,2744413
가디언즈 오브 갤럭시 VOL. 2,0,action,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,America,8.94,1218,18.8,840007,2735719
내가 살인범이다,0,action,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,8.48,547,17.1,282972,2721903
나우 유 씨 미 : 마술사기단,0,crime,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,America,8.04,691,17,340287,2718227
미스 페레그린과 이상한 아이들의 집,0,mystery,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,America,8.46,904,16,146754,2718158
곤지암,0,horror,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,SouthKorea,6.4,1124,20.2,384393,2675559
소원,0,dramas,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,9.33,641,17.9,327696,2663170
살인자의 기억법,0,crime,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,7.69,1064,17.2,291525,2656694
브레이킹 던 part2,0,dramas,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,America,8.73,665,20.9,406997,2654817
탐정 : 더 비기닝,1,comedy,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,8.46,764,14.8,170395,2625686
미니언즈,0,animation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,America,7.94,792,18.2,376549,2625572
후궁 : 제왕의 첩,0,historical_drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,6.92,624,17.3,466512,2621436
트랜스포머: 최후의 기사,0,action,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,America,6.27,1739,34.9,484567,2614601
제이슨 본,0,action,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,America,8.39,827,16.7,525779,2611966
지금 만나러 갑니다,0,melo/romance,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,8.74,1163,20.5,197751,2602273
도리를 찾아서,0,animation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,America,8.52,1091,17.5,162908,2601734
아수라,0,crime,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,6.82,1278,26.6,734132,2594028
보안관,0,crime,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,7.89,1091,17,422723,2571491
기술자들,0,crime,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,7.09,641,14.7,761071,2564340
퍼시픽 림,0,action,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,America,7.67,1005,30.1,439049,2539114
정글북,0,adventure,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,America,8.45,924,17,174903,2532051
목격자,0,thriller,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,4.79,1021,15.9,554844,2524086
마이펫의 이중생활,0,animation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,America,8.57,726,13.4,347114,2517805
증인,0,dramas,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,9.09,1047,17,203349,2516128
조작된 도시,0,crime,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,8.04,1019,15.3,362610,2512572
반창꼬,0,melo/romance,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,8.58,466,11.3,286338,2471721
보스 베이비,0,animation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,America,8.67,1116,16.3,442620,2450023
화차,0,mystery,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,8.05,548,15.9,187361,2435211
이웃사람,0,thriller,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,7.53,600,16.3,313516,2434099
조선명탐정: 흡혈괴마의 비밀,1,historical_drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,6.62,1249,19.3,333612,2424330
재심,0,dramas,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,8.51,935,14.6,267547,2420729
신비한 동물들과 그린델왈드의 범죄,0,fantasy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,America,6.17,1601,33.1,496713,2414062
사바하,0,mystery,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,7.3,1174,18.8,336676,2397792
화이: 괴물을 삼킨 아이,0,action,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,7.84,817,22,494466,2391963
007 스카이폴,0,action,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,America,7.89,748,22.5,575193,2376145
박열,0,dramas,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,8.1,1176,23.4,362461,2359174
스파이,0,action,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,America,8.81,665,17.3,188723,2315882
모아나,1,animation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,America,9.18,953,15.6,174270,2310054
테이큰 2,1,action,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,France,6.99,682,18.3,413727,2308596
메이즈 러너: 데스 큐어,0,action,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,America,7.84,1090,18.2,396891,2299732
맘마미아!2,0,musical,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,America,8.97,750,13.4,342614,2285143
호빗: 스마우그의 폐허,0,adventure,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,America,8.48,811,20.9,304542,2282744
컨저링,1,horror,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,America,7.86,553,13.4,176076,2262758
배트맨 대 슈퍼맨: 저스티스의 시작,0,action,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,America,6.86,1709,35.1,466842,2256913
레디 플레이어 원,0,action,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,America,8.52,1079,20.4,244972,2254430
배틀쉽,0,SF,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,America,7.42,736,22.2,522084,2241687
악의 연대기,0,thriller,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,7.6,776,19,296140,2192243
강남 1970,0,action,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,7.14,841,16.2,291904,2192172
맨 오브 스틸,0,SF,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,America,7.91,998,30.2,398638,2182227
원더 우먼,0,action,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,America,7.68,1034,19.7,327172,2165401
겟 아웃,0,horror,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,America,5.71,945,15.5,201027,2138146
나의 사랑 나의 신부,0,melo/romance,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,7.96,629,15.1,302282,2135614
굿바이 싱글,0,comedy,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,8.1,841,15.2,256035,2108273
몽타주,0,thriller,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,8.55,540,15.9,275854,2095375
명당,1,historical_drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,7.06,1117,21.1,210105,2087474
논스톱,0,action,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,America,8.61,582,13.3,267427,2084457
내부자들: 디 오리지널,0,crime,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SouthKorea,9.04,838,14.7,408140,2083999
장화신은 고양이,1,animation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,America,8.4,593,16.7,206107,2080154
인투 더 스톰,0,action,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,America,8.24,585,12.5,222803,2078492
